股票代码,名称,开始日期,结束日期,涨幅
002779,中坚科技,2019-08-12,2019-08-16,0.02
002779,中坚科技,2019-08-19,2019-08-23,0.01
002779,中坚科技,2019-08-26,2019-08-30,0.04
002779,中坚科技,2019-09-02,2019-09-06,0.02
002779,中坚科技,2019-09-09,2019-09-12,0.13
002779,中坚科技,2019-09-16,2019-09-20,0.03
002779,中坚科技,2019-09-23,2019-09-27,0.05
002779,中坚科技,2019-09-30,2019-10-11,0.02
002779,中坚科技,2019-10-14,2019-10-18,-0.06
002779,中坚科技,2019-10-21,2019-10-25,-0.04
002779,中坚科技,2019-10-28,2019-11-01,0.06
002779,中坚科技,2019-11-04,2019-11-08,-0.03
002779,中坚科技,2019-11-11,2019-11-15,-0.03
002779,中坚科技,2019-11-18,2019-11-22,0.01
002779,中坚科技,2019-11-25,2019-11-29,0.05
002779,中坚科技,2019-12-02,2019-12-06,-0.03
002779,中坚科技,2019-12-09,2019-12-13,0.04
002779,中坚科技,2019-12-16,2019-12-20,-0.01
002779,中坚科技,2019-12-23,2019-12-27,-0.02
002779,中坚科技,2019-12-30,2020-01-03,-0.02
002779,中坚科技,2020-01-06,2020-01-10,0.01
002779,中坚科技,2020-01-13,2020-01-17,-0.05
002779,中坚科技,2020-01-20,2020-01-23,-0.03
002779,中坚科技,2020-02-03,2020-02-07,-0.03
002779,中坚科技,2020-02-10,2020-02-14,0.04
002779,中坚科技,2020-02-17,2020-02-21,0.1
002779,中坚科技,2020-02-24,2020-02-28,-0.09
002779,中坚科技,2020-03-02,2020-03-06,0.11
002779,中坚科技,2020-03-09,2020-03-13,-0.08
002779,中坚科技,2020-03-16,2020-03-20,0.19
002779,中坚科技,2020-03-23,2020-03-27,0.14
002779,中坚科技,2020-03-30,2020-04-10,-0.17
002779,中坚科技,2020-04-13,2020-04-17,-0.01
002779,中坚科技,2020-04-20,2020-04-24,-0.01
002779,中坚科技,2020-04-27,2020-05-08,-0.01
002779,中坚科技,2020-05-11,2020-05-15,0.02
002779,中坚科技,2020-05-18,2020-05-22,0.08
002779,中坚科技,2020-05-25,2020-05-29,-0.02
002779,中坚科技,2020-06-01,2020-06-05,-0.01
002779,中坚科技,2020-06-08,2020-06-12,-0.04
002779,中坚科技,2020-06-15,2020-06-19,-0.01
002779,中坚科技,2020-06-22,2020-06-24,0.02
002779,中坚科技,2020-06-29,2020-07-03,0.02
002779,中坚科技,2020-07-06,2020-07-10,0.06
002779,中坚科技,2020-07-13,2020-07-17,-0.06
002779,中坚科技,2020-07-20,2020-07-24,-0.0
002779,中坚科技,2020-07-27,2020-07-31,0.05
002779,中坚科技,2020-08-03,2020-08-07,0.06
002779,中坚科技,2020-08-10,2020-08-14,0.08
002779,中坚科技,2020-08-17,2020-08-21,-0.04
002779,中坚科技,2020-08-24,2020-08-28,-0.01
002779,中坚科技,2020-08-31,2020-09-04,-0.0
002779,中坚科技,2020-09-07,2020-09-11,0.07
002779,中坚科技,2020-09-14,2020-09-18,0.1
002779,中坚科技,2020-09-21,2020-09-25,-0.14
002779,中坚科技,2020-09-28,2020-10-09,0.0
002779,中坚科技,2020-10-12,2020-10-16,0.01
002779,中坚科技,2020-10-19,2020-10-23,-0.01
002779,中坚科技,2020-10-26,2020-10-30,0.09
002779,中坚科技,2020-11-02,2020-11-06,0.08
002779,中坚科技,2020-11-09,2020-11-13,-0.07
002779,中坚科技,2020-11-16,2020-11-20,-0.01
002779,中坚科技,2020-11-23,2020-11-27,-0.06
002779,中坚科技,2020-11-30,2020-12-04,-0.0
002779,中坚科技,2020-12-07,2020-12-11,-0.05
002779,中坚科技,2020-12-14,2020-12-18,-0.02
002779,中坚科技,2020-12-21,2020-12-25,-0.06
002779,中坚科技,2020-12-28,2020-12-31,0.0
002779,中坚科技,2021-01-04,2021-01-08,-0.06
002779,中坚科技,2021-01-11,2021-01-15,-0.06
002779,中坚科技,2021-01-18,2021-01-22,-0.02
002779,中坚科技,2021-01-25,2021-01-29,-0.09
002779,中坚科技,2021-02-01,2021-02-05,-0.08
002779,中坚科技,2021-02-08,2021-02-19,0.1
002779,中坚科技,2021-02-22,2021-02-26,0.04
002779,中坚科技,2021-03-01,2021-03-05,0.08
002779,中坚科技,2021-03-08,2021-03-12,-0.05
002779,中坚科技,2021-03-15,2021-03-19,-0.03
002779,中坚科技,2021-03-22,2021-03-26,0.02
002779,中坚科技,2021-03-29,2021-04-09,0.06
002779,中坚科技,2021-04-12,2021-04-16,0.03
002779,中坚科技,2021-04-19,2021-04-19,-0.01
